"n korean leader miss annual ritual ; sister ` take over duty '"	"1029"	"unrelated"
"hundred of Palestinians flee flood in Gaza as Israel open dam"	"1965"	"wrongClass"
"Vigilantes cut off alleged rapist 's penis"	"368"	"unrelated"
"man chop off and throw away he small Penis after Bad Breakup"	"413"	"unrelated"
"would you take a bite out of the world 's oldest burger ? Men keep quarter pounder they buy 20 year ago for a friend who never show up to meet they"	"2474"	"wrongClass"
"Knightscope Security Robots be keep Microsoft Campuses Safe -lrb- and they look really scary -rrb-"	"2306"	"unrelated"
"no , that be not Paul Rudd tackle a airport homophobe"	"487"	"unrelated"
"islamic state training fighter pilot in capture jet , monitor group say"	"886"	"unrelated"
"BATMOBILE NOT STOLEN , MTV CONTEST PRIZE remain unclaimed"	"942"	"wrongClass"
"Boko Haram ` to release abducted schoolgirl ' as part of ceasefire agreement"	"381"	"unrelated"
"news / you will never guess how a homeless man spent $ 100 -- watch the Touching Video !"	"1925"	"wrongClass"
"guru who order 400 follower to be castrate ` so they could be closer to God ' be investigate for grievous bodily harm in India"	"787"	"wrongClass"
"not come to a store near you : the pumpkin spice condom"	"609"	"unrelated"
"everyone chill ! Banksy have not be arrest"	"1968"	"unrelated"
"explosion report near the nicaraguan capital attribute to meteorite impact , but expert , include NASA , cast doubt on claim"	"757"	"unrelated"
"be the iPhone 6 really pull out you hair ?"	"1738"	"wrongClass"
"ebay appear to be plan a Apple Watch app"	"1342"	"unrelated"
"ISIS crack down on five confirm Ebola case among fighter : official"	"559"	"unrelated"
"rumor : Gold Apple Watch Edition price up to $ 5,000 , steel version at $ 500 , will debut on Feb. 14"	"630"	"unrelated"
"send in the drone : predator drone fly over be headquarters in Syria"	"2129"	"wrongClass"
"son of Anarchy Movie ? no , Kurt Sutter announce Charlie Hunnam , Brad Pitt Film Article be Fake"	"119"	"unrelated"
"watch : Bird Launches Airstrike on Putin 's shoulder -lrb- update -rrb-"	"772"	"wrongClass"
"NYC High School Student nickname ` Teen Wolf ' make $ 72 Million On Stock Market"	"313"	"unrelated"
"christian bale in talk to play Steve Jobs for Sony , Danny Boyle"	"1646"	"unrelated"
"Michael Zehaf-Bibeau ID have as canadian shooting suspect in Ottawa"	"1739"	"unrelated"
"80 's brat pack star Judd Nelson force to deny that he be dead after fake news story start trend on social media"	"1742"	"unrelated"
"islamist website claim israeli-canadian woman kidnap by be : report"	"1168"	"wrongClass"
"no , a mechanical polar bear be not about to be give a asbo"	"1968"	"unrelated"
"see it : California homeless man use $ 100 gift to give food to other"	"825"	"unrelated"
"Israel deny cause Gaza flood by open dam"	"1965"	"wrongClass"
"isis militant appear to behead abducted american journalist James Wright Foley in graphic video"	"826"	"unrelated"
"` hairgate ' : iPhone 6 user encounter latest Apple problem after ` bendgate '"	"1090"	"wrongClass"
"n korean leader miss annual ritual ; sister ` take over duty '"	"2344"	"wrongClass"
"NET Extra : back-from-the-dead catholic priest claim God be a female"	"2043"	"unrelated"
"US Marine survive headshot in Afghanistan"	"532"	"unrelated"
"somali terrorist leader dead after US airstrike"	"387"	"unrelated"
"be Kim Jong Un 's sister Kim Yo Jong in charge ?"	"2196"	"unrelated"
"islamist website claim israeli-canadian woman kidnap by be : report"	"1459"	"unrelated"
"Nigeria Boko Haram blame for raid despite truce claim"	"922"	"wrongClass"
"anyone for dog meat soup ? Kim Jong-Un consider open restaurant in Scotland sell north korean delicacy"	"2452"	"wrongClass"
"isil militant ` Jihadi John ' name by media"	"1107"	"unrelated"
"Banksy arrest hoax : US website claim street artist catch in Watford"	"2362"	"wrongClass"
"Pentagon confirm al-shabab leader kill in airstrike in Somalia"	"1835"	"wrongClass"
"Amazon to launch first brick-and-mortar store , report say"	"744"	"unrelated"
"#Hairgate : report of iPhone 6 pull out hair , beard , likely exaggerate"	"22"	"unrelated"
"conflict report on alleged be capture of canadian woman"	"1628"	"unrelated"
"#Hairgate : report of iPhone 6 pull out hair , beard , likely exaggerate"	"1738"	"wrongClass"
"do Kim Yo-Jong take Kim Jong Un 's role ? North Korea Ill Health Rumors be ` fabricate '"	"377"	"wrongClass"
"insider Claim Steel Apple Watch to Start at $ 500 , gold at $ 4,000"	"1646"	"unrelated"
"the Story of the High School Trader who make $ 72 Million be a rumor Spun out of control"	"1760"	"wrongClass"
"mass Graves Found in Mexico , near Place where 43 student go miss"	"983"	"wrongClass"
"Nigerians doubtful of girl ' release after Boko Haram ` truce ' breach"	"381"	"unrelated"
"Putin 's motorcade look suspiciously like a massive ..."	"1021"	"unrelated"
"US official : Video show American 's execution"	"608"	"wrongClass"
"wife and son of Isil leader Abu Bakr al-Baghdadi ` detain at Lebanon border '"	"365"	"unrelated"
"Report claim Kim Jong-un undergo surgery to repair fractured ankle"	"541"	"wrongClass"
"Report : Secret Service lie about White House Fence Jumper"	"1488"	"wrongClass"
"be heart-tugging viral Video of Generous Homeless Man All A Hoax ?"	"1820"	"unrelated"
"ISIS video show beheading trigger international response"	"787"	"unrelated"
"6 hidden mass grave may hold miss mexican student"	"1740"	"unrelated"
"isis militant trick mother into ` eat she kidnap son '"	"5"	"unrelated"
"Omsk schoolboy turn into a man-magnet after shock"	"2215"	"wrongClass"
"fear journalist James Wright Foley behead by islamic state jihadist in ` message ' to United States"	"2130"	"unrelated"
"it be back ! the incredible new Batmobile take a spin around Detroit ... after rumor it have be steal"	"1529"	"wrongClass"
"Attorney : New audio reveal pause in gunfire when Michael Brown be shoot"	"1379"	"wrongClass"
"a audio recording of the Michael Brown shooting have reportedly surface"	"2149"	"wrongClass"
"Macaulay Culkin dead hoax : fake death report spread on social network"	"2022"	"unrelated"
"rumor : Seth Rogen to appear as Woz in Sony 's Steve Jobs Film"	"176"	"unrelated"
"eyewitness say viral Video of homeless man be stage"	"1925"	"wrongClass"
"Teen Made $ 72 Million Trading stock , confirm Teen Dominance Worldwide"	"945"	"unrelated"
"islamic state claim to have behead american journalist"	"1116"	"wrongClass"
"alleged audio of Michael Brown shooting have surface"	"2149"	"wrongClass"
"Rep. Duncan Hunter : ` at Least 10 ' ISIS Fighters Caught at Mexican Border"	"1095"	"unrelated"
"seven girl fall pregnant after five day school trip in Bosnia and Herzegovina"	"346"	"unrelated"
"Nigeria : hope for return of kidnap schoolgirl rise after ceasefire report"	"922"	"wrongClass"
"Seth Rogen to play Apple Co-Founder Wozniak in Steve Jobs Biopic"	"2272"	"unrelated"
"Pumpkin spice condom ? do not fall for this hoax ."	"703"	"unrelated"
"break news : Gunman ` shoot dead ' after wound soldier near Canada parliament"	"892"	"unrelated"
"Durex be not make Pumpkin spice Condoms after all : a Hoax Debunked"	"740"	"wrongClass"
"` teletubby ' Sun Baby : fan Freak out Over Jess Smith , 19"	"2344"	"unrelated"
"purported isis claim : Jordan airstrike kill female US hostage"	"1107"	"wrongClass"
"` Jihadi John ' name as Mohammed Emwazi from London"	"2125"	"unrelated"
"ISIL Beheads American Photojournalist in Iraq"	"2130"	"unrelated"
"280 Pound Catfish : Fisherman make huge Catch in Italy , Catfish could set Record"	"793"	"unrelated"
"whiz kid stock picker : I do not actually make $ 72m trading"	"1858"	"wrongClass"
"Apple to take reservation for try on Apple Watch , consider platinum Model"	"643"	"unrelated"
"Kevin Vickers , Sergeant-At-Arms , shoot a shooting suspect in Ottawa ; call a ` hero '"	"2104"	"unrelated"
"large space object slam Nicaragua 's capital as asteroid pass Earth"	"1071"	"unrelated"
"doubt cast over Nicaragua meteorite claim"	"1742"	"unrelated"
"mirfield man 's tear of joy after lose voicemail of wife retrieve"	"1171"	"unrelated"
"US Marine survive headshot from Taliban -lrb- video -rrb-"	"2091"	"unrelated"
"Tiger Woods sell swedish villa -- island include"	"1954"	"unrelated"
"White House Fence Jumper Got Farther than previously Thought , source say"	"848"	"wrongClass"
"Kidnapped Nigerian schoolgirl : Government claim ceasefire deal with Boko Haram that will bring missing girl home"	"1896"	"wrongClass"
"Matt Taibbi disappear from Omidyar 's First look Media"	"2362"	"unrelated"
"Boko Haram claim to have german hostage , deny ceasefire"	"1885"	"wrongClass"
"Dylan Thomas find tropical Spider Burrowed under skin"	"1375"	"unrelated"
"North Korea deny report Kim Jong-un be to open state-backed restaurant in Scotland"	"17"	"unrelated"
"canadian soldier Shot at Ottawa War Memorial : Report"	"1253"	"unrelated"
"Nigeria announce truce with Boko Haram ; fate of schoolgirl unclear"	"1906"	"unrelated"
"rumor of ISIS leader 's death debunk"	"1802"	"unrelated"
"Apple Watch Gold Edition may cost as much as $ 5,000"	"190"	"unrelated"
"fear islamic state could launch EBOLA attack on Britain after fighter ` contract virus '"	"639"	"wrongClass"
"wife and child of islamic state leader Baghdadi hold in Lebanon"	"2360"	"unrelated"
"McDonald 's Will Stop Serving Overweight customer begin 1/1/15"	"2470"	"unrelated"
"Mexico say miss student not find in first mass graves"	"2334"	"wrongClass"
"Israel open dam , flood Gaza"	"719"	"unrelated"
"suspected meteorite leave crater in Managua , be link to asteroid"	"373"	"unrelated"
"ISIS : we have we hand on weapon , ammo air-dropped by U.S."	"2295"	"wrongClass"
"no , that high school kid do not make $ 72 million trading stock"	"945"	"unrelated"
"Ottawa shooting : sergeant-at-arm Kevin Vickers hail a hero for shooting rampaging gunman"	"2521"	"unrelated"
"Tiger Woods ' former luxury island go on sale"	"240"	"unrelated"
"Boko Haram could release Kidnapped Girls , Nigerian Officials say"	"499"	"unrelated"
"UPDATE : BATMAN v SUPERMAN Batmobile reportedly Stolen by -lrb- shocker ! -rrb- Detroit local"	"979"	"unrelated"
"Vigilantes cut off alleged rapist 's penis"	"2015"	"unrelated"
"this kid make $ 72 Million during Lunch"	"405"	"unrelated"
"miss Mexico student not among 28 body find in mass grave"	"1984"	"wrongClass"
"hundred mourn the ` death ' of Fidel Castro after rumour sweep Twitter -lrb- but be they confuse he with recently depart Fidel Castro Odinga from Nairobi ? -rrb-"	"405"	"unrelated"
"rumor of ISIS leader 's death debunk"	"769"	"unrelated"
"Apple to take reservation for try on Apple Watch , consider platinum Model"	"1004"	"unrelated"
"Alleged Ottawa gunman : what we know so far about Michael Zehaf-Bibeau"	"1802"	"unrelated"
"two bloke dare to eat 20-year-old burger for charity"	"199"	"unrelated"
"Amazon plan a streaming-video alternative"	"1323"	"wrongClass"
"north korean leader Kim Jong-un 's mystery illness actually two broken ankle , newspaper say"	"1837"	"unrelated"
"surreal photo of Fisherman 's Jaw-Dropping Catch Will likely have people wondering if it be real"	"2371"	"unrelated"
"ISIS Appears to behead american Photojournalist in YouTube Video"	"2524"	"wrongClass"
"Apple Watch battery will require nightly charge"	"1570"	"unrelated"
"Zack Snyder 's ` Batman V Superman : Dawn of Justice ' Stolen Batmobile Rumor put to rest"	"1311"	"unrelated"
"Apple Watch Gold Edition rumor to be price at $ 1200 : will you buy ?"	"54"	"unrelated"
"no one in North Korea be allow to share Kim Jong Un 's name"	"719"	"wrongClass"
"Report : miss libyan jetliner raise fear of suicide airliner attack on 9/11"	"1660"	"unrelated"
"that Boko Haram Ceasefire in Nigeria be not a ceasefire"	"1885"	"wrongClass"
"rare case : seven bosnian girl , age 13 and 14 , fall pregnant after Five-Day School Trip ; parent outraged after School cite ` parental neglect '"	"499"	"unrelated"
"Isis claim it have US airdrop of weapon"	"2483"	"unrelated"
"ISIS Claims a american hostage , Kayla Mueller , die in Airstrike in Syria"	"2387"	"wrongClass"
"no , a spider -lrb- probably -rrb- do not crawl through a man 's body for several day"	"1819"	"wrongClass"
"Cameron vow to hunt down be ` monster ' after Haines murder"	"1360"	"unrelated"
"report : Apple 's Watch Will come in 2 Storage size"	"241"	"unrelated"
"break : soldier shot at National War Memorial in Ottawa"	"2410"	"wrongClass"
"that Story about a Catholic Priest Dying , see God as a Woman , and come back to Life ? it be almost definitely fake"	"1319"	"unrelated"
"Crank-Boosting behind Top Apps in App Store"	"1784"	"wrongClass"
"Steve Jobs Biopic eye Seth Rogen to play Apple Co-Founder Steve Wozniak"	"712"	"wrongClass"
"tropical spider burrow under man 's skin through appendix scar and live there for three day"	"1375"	"unrelated"
"Report : Christian Bale drops out of Steve Jobs Biopic"	"2211"	"wrongClass"
"Piper Jaffray peg stainless steel Apple Watch price at $ 499 , Edition at $ 4,999"	"885"	"unrelated"
"Report : exec pop for $ 300k dinner after run at blackjack"	"1682"	"wrongClass"
"the Story of the High School Trader who make $ 72 Million be a rumor Spun out of control"	"1858"	"wrongClass"
"iphone 6 user be tear they hair out"	"161"	"unrelated"
"mass Graves Found in Mexico , near Place where 43 student go miss"	"712"	"unrelated"
"ISIS get Ebola"	"1689"	"wrongClass"
"Microsoft try out Robot Security Guards on its Silicon Valley Campus"	"1837"	"wrongClass"
"this selfless homeless man receive $ 100 & do not spend a Dime on himself !"	"2163"	"unrelated"
"Mexico Student Massacre Update : more Graves Discovered at murder site"	"1678"	"unrelated"
"Report : nigerian Woman Quarantined in kc with ebola-like symptom -lrb- Video -rrb-"	"781"	"unrelated"
"Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder"	"591"	"wrongClass"
"here be Microsoft 's New Robot Security Guards"	"1195"	"unrelated"
"no , Vladimir Putin do not get poop on by a bird during a First World War speech"	"1028"	"unrelated"
"David Haines Beheaded by ISIS , Execution Video contain threat against UK : report"	"2306"	"wrongClass"
"what Glenn Beck fear May be do with the 11 miss jet"	"922"	"unrelated"
"hostage David Haines ' murder ` Evil ' , PM say"	"657"	"wrongClass"
"N. Korea 's Kim have leg injury but in control"	"1148"	"unrelated"
"China App Store Manipulation Photo go viral - but be it real ?"	"1784"	"wrongClass"
"6 hidden mass grave may hold miss mexican student"	"1678"	"unrelated"
"Isis Syria News : iraqi pilot ` train Isis Fighters ' to fly Captured Planes"	"140"	"wrongClass"
"Boko Haram deny truce , say Kidnapped Girls have be `` Married off ''"	"1697"	"unrelated"
"Pumpkin spice Condoms could be the only thing to save the world from basic child"	"1833"	"wrongClass"
"Report : ISIS Leader Abu Bakr Al-Baghdadi Assassinated in U.S. Airstrike"	"1254"	"wrongClass"
"italian fisherman catch monstrous 280-pound catfish"	"1028"	"wrongClass"
"Tiger Woods be not on suspension for fail a drug test , he agent and a PGA official say"	"1867"	"unrelated"
"that be fast : Christian Bale Bails on Steve Jobs Biopic"	"1131"	"wrongClass"
"Apple Watch user will need to recharge nightly , company still work to improve uptime before launch"	"1834"	"unrelated"
"soldier shot near canadian parliament building"	"892"	"unrelated"
"Michael Abdul Zehaf Bibeau Pictures : photo of alleged isis-linked gunman in Canada"	"2214"	"wrongClass"
"absent from duty for 25 year , CPWD official dismiss"	"686"	"unrelated"
"James Foley : American Journalist , James Wright Foley Beheaded in New ISIS Video -lsb- break news -rsb-"	"2386"	"wrongClass"
"Dylan Thomas find tropical Spider Burrowed under skin"	"1057"	"wrongClass"
"Norfolk Man pay # 300 for he Constipated Goldfish to have lifesaving surgery"	"2044"	"unrelated"
"lady on fb : I be 41 , Intersex , and Fucked Michael Phelps on First Date"	"630"	"unrelated"
"speed up ` Seinfeld ' for Younger viewer"	"726"	"unrelated"
"the Story of the High School Trader who make $ 72 Million be a rumor Spun out of control"	"945"	"unrelated"
"dog abandon at scottish rail station with suitcase full of belongings read more : http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3o9shc1io"	"347"	"unrelated"
"miss libyan jetliner raise fear of terror attack on 9/11"	"1865"	"wrongClass"
"Tips for Chinese choose a english name"	"624"	"wrongClass"
"do NBC Nightly News Go Live to a man who be take a Piss ?"	"381"	"unrelated"
"Mexico police find mass grave near site 43 student vanish"	"1740"	"unrelated"
"Isis militant claim to have kill US journalist James Foley"	"1820"	"unrelated"
"Microsoft hire dalek-style robocop to Guard Silicon Valley HQ"	"1195"	"unrelated"
"New York schoolboy who make $ 72million trading stock on he lunch break - and now take he friend out to dine on $ 400 caviar , drive a BMW and have definitely make he immigrant parent proud"	"1693"	"unrelated"
"Jeh Johnson shoot down Duncan Hunter 's assertion be be enter U.S. via Mexico"	"134"	"wrongClass"
"Led Zeppelin Reunion : Robert Plant Rips up $ 300 Million Contract , refuse to rejoin Legendary Band"	"158"	"unrelated"
"tbs speed up Seinfeld 7.5 % to gain a extra 2 minute of commercial ad time ."	"1408"	"unrelated"
"Gold Apple Watch Edition price ? speculator say at least $ 10,000"	"1730"	"unrelated"
"nun who give birth to baby boy after suffer agonising stomach pain ` have no idea ' she be pregnant"	"179"	"wrongClass"
"Boko Haram deny ceasefire claim by Nigeria 's government"	"1885"	"wrongClass"
"Brian Williams slam social media for speculation weatherman Mike Seidel relieve himself on air"	"1885"	"unrelated"
"islamist Militants ` Steal ' 11 commercial plane in Libya , spark terror attack fear"	"1699"	"unrelated"
"White House fence-jumper make it far deeper into building than previously know"	"263"	"unrelated"
"this Woman be wrongly be call a sexual Predator after she private sex tape be use for a hoax"	"795"	"wrongClass"
"Michael Phelps ' girlfriend be bear male but do not tell swimmer about she past"	"942"	"unrelated"
"Boko Haram deny Nigeria Cease-Fire Claim"	"1630"	"wrongClass"
"Report : new 12-inch MacBook Air slim down , have single usb port"	"2497"	"wrongClass"
"do not forget to tip ... especially if you spend $ 300,000"	"737"	"unrelated"
"Star Wars : The Force Awakens to be release this summer ?"	"748"	"unrelated"
"man have he penis cut off by angry mob after ` attempted rape ' of teenager"	"368"	"unrelated"
"unconfirmed report claim Canadian-Israeli Gill Rosenberg capture by isis"	"1774"	"wrongClass"
"Urgent : the Leader of ISIL ` Abu Bakr al-Baghdadi ' Killed ! / Photo"	"1254"	"wrongClass"
"russian man wake up to find he Testicles have be Stolen"	"1476"	"unrelated"
"awesome ! Canadian Parliament 's Sergeant-at-Arms Kevin Vickers take out gunman"	"1586"	"unrelated"
"meet the 17-year-old who make $ 72 Million during he High-School Lunch Breaks"	"2132"	"unrelated"
"after ISIS trick mum into eating son - 5 other reluctant cannibal include those force to eat own body part"	"1956"	"wrongClass"
"ISIS Fighters get Caught Coming across the u.s.-mexican border ?"	"2130"	"unrelated"
"seven girl fall pregnant after five day school trip in Bosnia and Herzegovina"	"2508"	"wrongClass"
"alleged audio of Michael Brown shoot release"	"944"	"wrongClass"
"ISIS leader dead ?"	"789"	"unrelated"
"eyewitness : viral Video that net $ 130k in donation `` be Bullshit ''"	"676"	"unrelated"
"Lynch mob use butcher 's meat cleaver to castrate rapist they catch attack teenage girl in alleyway in indian city"	"1673"	"wrongClass"
"New York City Plans to end arrest for possession of small amount of Marijuana"	"873"	"wrongClass"
"Met police deny report of Banksy arrest"	"107"	"wrongClass"
"break : soldier shot at National War Memorial in Ottawa"	"359"	"unrelated"
"source : Pot in NYC may soon net just a ticket , not arrest"	"2217"	"wrongClass"
"report : the Batmobile Might have be Stolen in Detroit"	"702"	"unrelated"
"11 Tripoli Planes still miss , spark 9/11 concern"	"2448"	"wrongClass"
"11 Tripoli Planes still miss , spark 9/11 concern"	"1083"	"unrelated"
"magic mushroom find at Buckingham Palace"	"562"	"unrelated"
"chug eggnog send Utah man to hospital"	"126"	"unrelated"
"Michelle Obama 's face blur by saudi state television"	"1343"	"unrelated"
"confusion swirl , detail murky in arrest of ISIS leader 's ` wife '"	"365"	"unrelated"
"canadian soldier Shot at Ottawa War Memorial : Report"	"269"	"unrelated"
"NET Extra : back-from-the-dead catholic priest claim God be a female"	"1014"	"wrongClass"
"russian tv actor wake up to find he testicle steal"	"2044"	"wrongClass"
"Rep. Duncan Hunter : ` at Least 10 ' ISIS Fighters Caught at Mexican Border"	"2213"	"unrelated"
"Kim Jong-un so Fat he injure he ankle"	"2344"	"unrelated"
"Dylan Thomas find tropical Spider Burrowed under skin"	"1321"	"wrongClass"
"audio recording allegedly capture moment Michael Brown be shoot"	"2127"	"unrelated"
"Vice Media CEO Shane Smith Spent $ 300,000 on Las Vegas Dinner -lrb- Report -rrb-"	"737"	"unrelated"
"nun who have no idea she be pregnant give birth after go to hospital with stomach pain"	"1760"	"unrelated"
"canadian-israeli woman reportedly kidnap by ISIS : Jerusalem Post"	"573"	"unrelated"
"break news : ISIS behead miss american journalist James Wright Foley as warn to US to cease action in Iraq"	"2130"	"unrelated"
"everyone chill ! Banksy have not be arrest"	"944"	"unrelated"
"fence-jumper make it farther in White House than Secret Service let on"	"1137"	"unrelated"
"Meteorite 'cause d mysterious boom in Nicaragua '"	"373"	"unrelated"
"insurgent kill in Nigeria despite alleged truce with Boko Haram"	"1896"	"wrongClass"
"Unlucky in love man chop off own penis because he be feed up with not have a girlfriend"	"1646"	"unrelated"
"Court order Probe Into Complaints of ` forced castration ' in religious ` Dera ' Sect"	"684"	"unrelated"
"New Audio show Michael Brown be Shot at 11 Times"	"2044"	"unrelated"
"ISIS Claims to have intercept supplies from U.S. Airdrop"	"2295"	"wrongClass"
"Report : nearly a Dozen Commercial Airliners Missing Ahead of 9/11 anniversary after Islamists Overrun libyan airport"	"189"	"wrongClass"
"Sugarhill gang rapper ` Big Bank Hank ' die at 57"	"1831"	"wrongClass"
"do Paul Rudd help Tackle that Dallas Airport Gay-Basher ?"	"487"	"unrelated"
"` they eat through the ceiling and pooped on the keyboard ' : rat be ` take over ' Vogue 's new World Trade Center office and Anna Wintour ` no longer want to work there '"	"754"	"unrelated"
"Texas plumber 's truck on front line of Syria war"	"381"	"unrelated"
"ISIS Unleash `` Scorpion '' bomb in Iraq"	"1474"	"wrongClass"
"isis executioner ` Jihadi John ' name by media"	"1933"	"unrelated"
"Meteorite strike in Nicaragua puzzle expert"	"2475"	"wrongClass"
"Nigeria announce truce with Boko Haram ; fate of schoolgirl unclear"	"1896"	"wrongClass"
"man cut off manhood , throw it in the bin , after girlfriend leave over small penis"	"1410"	"wrongClass"
"Banksy ` arrest & Real Identity Revealed ' be the same Hoax from last year"	"324"	"unrelated"
"rumor : Stainless Steel Apple Watch Will cost $ 500 , Gold $ 4,000"	"2277"	"wrongClass"
"Meteorite strike in Nicaragua puzzle expert"	"757"	"unrelated"
"Jihadi John : Mohammed Emwazi name as mask man behind ISIS beheading"	"2123"	"wrongClass"
"Banksy arrest hoax : Internet dupe by fake report claim that the street artist 's identity have be reveal"	"30"	"unrelated"
"Canada probe Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source"	"440"	"wrongClass"
"Microsoft turn to robotic security guard to watch for trouble"	"2295"	"unrelated"
"confusion swirl , detail murky in arrest of ISIS leader 's ` wife '"	"651"	"unrelated"
"giant 8ft 9in catfish weigh 19 stone catch in Italy be think to be the biggest ever reel in with a rod and line"	"2371"	"unrelated"
"israeli canadian fighting ISIS post on Facebook : I be safe and secure"	"1106"	"wrongClass"
"Texas Plumber be not sure how Extremists in Syria end up with he work Truck"	"803"	"unrelated"
"rumor of King Abdullah Flying in Airstrikes not true , Fox Excited anyway"	"1689"	"unrelated"
"the Story of the High School Trader who make $ 72 Million be a rumor Spun out of control"	"1987"	"wrongClass"
"eyewitness say viral Video of homeless man be stage"	"1074"	"unrelated"
"do Comcast get a man fire from he Job for Complaining about its service ?"	"2149"	"unrelated"
"Axl Rose NOT Dead : Fake MSNBC Death Hoax go viral on Facebook"	"1161"	"wrongClass"
"fear journalist James Wright Foley behead by islamic state jihadist in ` message ' to United States"	"880"	"wrongClass"
"URGENT : ISIS leader Abu Bakr al-Baghdadi allegedly kill by US airstrike"	"1631"	"unrelated"
"Amazon to open first Brick-and-Mortar site"	"2448"	"unrelated"
"AUSTRALIA : 600-pound woman give birth to 40-pound baby"	"754"	"unrelated"
"gcpd solve Stolen Batmobile Case ?"	"1671"	"wrongClass"
"this College Student Claims she be the ` Teletubbies ' Sun Baby"	"2371"	"wrongClass"
"Report : ISIS Leader Abu Bakr Al-Baghdadi Assassinated in U.S. Airstrike"	"394"	"wrongClass"
"Kim Jong-un Broke both Ankles and be hospitalize , Report Claims"	"2327"	"unrelated"
"Aaron Sorkin confirm Christian Bale Will Play Steve Jobs"	"1294"	"unrelated"
"italian catch huge wel catfish ; be it a record ?"	"842"	"wrongClass"
"unconfirmed report claim Canadian-Israeli Gill Rosenberg capture by isis"	"1223"	"unrelated"
"Apple to take reservation for try on Apple Watch , consider platinum Model"	"36"	"unrelated"
"Axl Rose Dead ? of Course not -- tiresome Internet Death Hoax Plague hit gun n ' Roses Frontman"	"1826"	"unrelated"
"dupe again : Macaulay Culkin be not dead"	"1555"	"wrongClass"
"Tom Brokaw want Brian Williams fire"	"1570"	"wrongClass"
"Militant Group say it kill american Journalist in Syria"	"2130"	"unrelated"
"BREAKING : `` brat pack '' Judd Nelson Found Dead in Los Angeles Condo"	"2332"	"wrongClass"
"Abdel Majed Abdel Bary emerge as Suspect in Foley behead"	"17"	"unrelated"
"terror Leader Ahmed Abdi Godane Killed in U.S. strike"	"1610"	"wrongClass"
"WSJ : Apple cut watch health feature due to erratic sensor"	"1524"	"unrelated"
"Meteorite leave crater in nicaraguan capital Managua"	"1068"	"wrongClass"
"female teacher face sack after make SEX tape with teenager"	"1018"	"wrongClass"
"ISIL Beheads American Photojournalist in Iraq"	"1359"	"unrelated"
"Nigeria say it have deal with Boko Haram to release kidnap girl"	"308"	"wrongClass"
"Macaulay Culkin Dead ? another death hoax circulate on Facebook"	"787"	"unrelated"
"Zack Snyder kill `` Stolen Batmobile '' Rumor with Great Photo"	"2055"	"unrelated"
"everyone chill ! Banksy have not be arrest"	"2051"	"wrongClass"
"Batmobile Stolen from `` Batman v Superman : dawn of Justice '' set , Zack Snyder Knows who do it"	"942"	"wrongClass"
"Video : Islamic State Claims to have Captured US Weapons Airdrop near Kobane"	"1026"	"unrelated"
"KFC Locations in Colorado to begin sell marijuana"	"1826"	"unrelated"
"McDonald 's Removing Big Mac , Apple Pies and eliminate large size option"	"2213"	"unrelated"
"Boko Haram agree to ceasefire , release of school girl"	"1896"	"wrongClass"
"Video show isil beheading of photojournalist James Foley"	"608"	"wrongClass"
"Texas plumber threaten over jihadis use he old truck"	"803"	"unrelated"
"Michael Zehaf-Bibeau be shoot nearly a dozen time before Kevin Vickers fatally wound he"	"1175"	"unrelated"
"` Banksy ' react to Paris Attack with Poignant Drawing"	"1867"	"unrelated"
"Comcast block Tor"	"1521"	"unrelated"
"islamic Militants Post Video claim to Show behead of U.S. Journalist"	"1679"	"wrongClass"
"app brush list actually do so sister you tire it ?"	"126"	"unrelated"
"soldier shot at War Memorial ; multiple shot fire in Parliament"	"892"	"unrelated"
"iraqi media say ISIS militant have contract Ebola"	"1673"	"unrelated"
"hundred mourn the ` death ' of Fidel Castro after rumour sweep Twitter -lrb- but be they confuse he with recently depart Fidel Castro Odinga from Nairobi ? -rrb-"	"47"	"unrelated"
"Apple 12-Inch MacBook Air Details Emerge ; Device could be thinner , lighter than current Model"	"1863"	"unrelated"
"Spider burrow through tourist 's stomach and up into he chest"	"1819"	"wrongClass"
"Libya : miss Libya Planes Spark Security concern"	"1336"	"unrelated"
"Tiger Woods ' former luxury island go on sale"	"1375"	"wrongClass"
"Video : Marine survive Taliban sniper headshot thanks to helmet"	"532"	"unrelated"
"Guantanamo detainee free in Bowe Bergdahl swap ` back to terrorism '"	"373"	"unrelated"
"Kim Jong-Un 's scottish dog meat Restaurant be probably fabricate shite"	"1631"	"unrelated"
"ISIS Border Crisis : dhs Chief say Terrorists not enter US through Mexico"	"1764"	"wrongClass"
"KFC Locations in Colorado to begin sell marijuana"	"1277"	"unrelated"
"tropical spider burrow under man 's skin , live there for three day"	"1375"	"unrelated"
"Jess Smith , 19 , Claims she be Teletubbies ' Giggling Baby : what do she get pay ?"	"1834"	"unrelated"
"confusion surround Capture of `` ISIS Leader 's Wife ''"	"269"	"unrelated"
"Meet The College Student who Claims she be the ` Teletubbies ' Sun Baby"	"470"	"unrelated"
"elderly Woman arrest for Kidnapping Neighbor 's Cats & make Fur Coats"	"1938"	"wrongClass"
"man discover spider living under he skin during Bali vacation"	"1880"	"wrongClass"
